sensor_id,window_start,sample_count,mean,std,min_value,max_value,rms,peak_to_peak,slope,sigma_anomaly,sigma_detected_features,isolation_decision,risk_score,status
109,2019-06-27 06:26:00,92,330.67659782608695,444.65017471034037,48.86,3613.146,554.130661685285,3564.286,0.714461697345316,True,"[""std"", ""min_value"", ""max_value"", ""rms"", ""peak_to_peak""]",-0.22746899694639067,100.0,WARNING
109,2019-07-03 07:53:00,33,358.0795757575757,357.87724071386754,63.517,1903.07,506.2579401803956,1839.5529999999999,-28.16488373307089,True,"[""min_value"", ""slope""]",-0.22961458730399853,100.0,WARNING
109,2019-07-16 10:28:00,91,304.67262637362626,361.7034858485653,56.189,2577.329,472.92158011282015,2521.1400000000003,-1.6859583734303132,True,"[""min_value"", ""max_value"", ""peak_to_peak""]",-0.23242610772051797,100.0,WARNING
109,2019-07-19 14:09:00,91,291.94763736263735,408.35520142738795,29.315,2584.657,501.9834593833034,2555.342,7.643051452896292,True,"[""std"", ""max_value"", ""peak_to_peak"", ""slope""]",-0.22681777348851595,100.0,WARNING
109,2019-07-19 14:16:00,92,321.1437717391304,416.7186666494685,36.644,2545.57,526.1062338168458,2508.9260000000004,-9.167233785514709,True,"[""std"", ""max_value"", ""peak_to_peak"", ""slope""]",-0.22694186021371798,100.0,WARNING
109,2019-06-27 08:28:00,55,250.24843636363633,366.2006834626343,34.202,2675.047,443.5394238068872,2640.8450000000003,8.147297319874998,True,"[""max_value"", ""peak_to_peak"", ""slope""]",-0.2186582193070572,99.9961907664178,WARNING
109,2019-07-02 18:40:00,90,296.7388777777779,326.04408509892676,36.645,2714.134,440.86132401562634,2677.489,-3.541805357725632,True,"[""max_value"", ""peak_to_peak""]",-0.2155517541647184,99.9961907664178,WARNING
109,2019-07-04 05:37:00,88,285.1606363636363,440.6138171782009,24.43,3610.703,524.8400941426437,3586.273,4.024532817625159,True,"[""std"", ""max_value"", ""peak_to_peak""]",-0.21567401389598617,99.9961907664178,WARNING
109,2019-07-16 10:57:00,92,261.5034456521739,353.56602575087555,29.315,2980.417,439.76469464160976,2951.102,6.1880798270185515,True,"[""max_value"", ""peak_to_peak"", ""slope""]",-0.2163361519324981,99.9961907664178,WARNING
109,2019-07-19 13:55:00,91,302.176021978022,410.8117029306088,31.758,2753.222,509.9770617618098,2721.4640000000004,5.243750866106024,True,"[""std"", ""max_value"", ""peak_to_peak""]",-0.2221795291302716,99.9961907664178,WARNING
109,2019-07-19 14:13:00,92,327.0652391304349,438.26282566577726,34.201,2540.684,546.8509623361742,2506.483,-4.740107801063561,True,"[""std"", ""max_value"", ""peak_to_peak""]",-0.21645521040614468,99.9961907664178,WARNING
109,2019-07-19 12:44:00,90,264.7359777777777,336.5696438068774,48.859,2403.878,428.2105359075655,2355.0190000000002,-5.168473618408574,True,"[""min_value"", ""max_value"", ""peak_to_peak""]",-0.2145269597297167,99.9923815328356,WARNING
109,2019-07-22 20:15:00,90,290.65853333333325,347.99728087495174,29.315,2846.054,453.4142592550928,2816.739,-3.7660265552644403,True,"[""max_value"", ""peak_to_peak""]",-0.21524900226253108,99.9923815328356,WARNING
109,2019-06-25 20:22:00,37,313.4259189189189,285.19048044633195,78.175,1492.652,423.756317696124,1414.477,8.898161642772,True,"[""min_value"", ""slope""]",-0.21293740021942698,99.98095383208899,WARNING
109,2019-06-26 17:21:00,89,301.71989887640456,408.3504127666551,29.315,3559.4,507.7252770787421,3530.085,-3.0206742243225544,True,"[""std"", ""max_value"", ""peak_to_peak""]",-0.21360930127893984,99.98095383208899,WARNING
109,2019-06-27 14:43:00,90,204.85613333333336,399.33445459409086,29.315,3737.737,448.8140394308587,3708.422,6.391465187049867,True,"[""std"", ""max_value"", ""peak_to_peak"", ""slope""]",-0.21261549059179452,99.98095383208899,WARNING
109,2019-06-28 11:20:00,92,243.79198913043476,328.25769925681914,31.758,2643.288,408.88586559766816,2611.53,6.410974873524076,True,"[""max_value"", ""peak_to_peak"", ""slope""]",-0.21231740901279916,99.98095383208899,WARNING
